"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","id","a_m","sd_map","log_P50","log_Ks","latlon"
"1464","Dipterocarpaceae","Dryobalanops","aromatica","Dryobalanops aromatica",-0.26,-0.07,-0.45,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1469,NA,0.020957127151668,1.34707364796661,NA,"4.66114.52"
"1465","Myrtaceae","Eugenia","ampullaria","Eugenia ampullaria",-0.6,-0.39,-0.81,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1470,NA,0.0224444694469308,0.510825623765991,NA,"4.95114.41"
"1466","Myrtaceae","Eugenia","bankensis","Eugenia bankensis",-1.26,NA,-2.79,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1471,NA,0.0224444694469308,-0.231111720963387,NA,"4.95114.41"
"1467","Myrtaceae","Eugenia","muelleri","Eugenia muelleri",-0.54,-0.22,-0.86,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1472,NA,0.0224444694469308,0.616186139423817,NA,"4.95114.41"
"1468","Malvaceae","Heritiera","sumatrana","Heritiera sumatrana",-1.69,-0.82,-2.56,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1473,NA,0.020957127151668,-0.524728528934982,NA,"4.66114.52"
"1469","Salicaceae","Homalium","moultonii","Homalium moultonii",-6.3,-2.32,-10.28,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1474,NA,0.0224444694469308,-1.84054963339749,NA,"4.95114.41"
"1470","Sapotaceae","Isonandra","lanceolata","Isonandra lanceolata",-0.48,-0.09,-0.87,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1475,NA,0.0224444694469308,0.7339691750802,NA,"4.95114.41"
"1471","Celastraceae","Lophopetalum","subobovatum","Lophopetalum subobovatum",-0.59,-0.05,-1.13,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1476,NA,0.020957127151668,0.527632742082372,NA,"4.66114.52"
"1472","Euphorbiaceae","Mallotus","wrayi","Mallotus wrayi",-0.53,-0.22,-0.84,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1477,NA,0.020957127151668,0.63487827243597,NA,"4.66114.52"
"1473","Sapindaceae","Nephelium","lappaceum","Nephelium lappaceum",-0.76,-0.17,-1.35,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1478,NA,0.0224444694469308,0.27443684570176,NA,"4.95114.41"
"1474","Sapotaceae","Payena","endertii","Payena endertii",-0.63,-0.12,-1.14,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1479,NA,0.020957127151668,0.462035459596559,NA,"4.66114.52"
"1475","Malvaceae","Pentace","adenophora","Pentace adenophora",-0.19,NA,-0.42,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1480,NA,0.020957127151668,1.66073120682165,NA,"4.66114.52"
"1476","Burseraceae","Santiria","mollis","Santiria mollis",-0.2,NA,-0.61,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1481,NA,0.020957127151668,1.6094379124341,NA,"4.66114.52"
"1477","Dipterocarpaceae","Shorea","faguetiana","Shorea faguetiana",-0.37,NA,-0.8,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1482,NA,0.020957127151668,0.994252273343867,NA,"4.66114.52"
"1478","Dipterocarpaceae","Shorea","mecistopteryx","Shorea mecistopteryx",-0.63,-0.36,-0.9,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1483,NA,0.020957127151668,0.462035459596559,NA,"4.66114.52"
"1479","Dipterocarpaceae","Shorea","ovalis","Shorea ovalis",-0.39,-0.15,-0.63,NA,"Andalau","Brunei",4.66,114.52,NA,"TRR","BN_Andalau",3000,340,181,181,210,255,201,209,204,251,283,345,339,2961,1484,NA,0.020957127151668,0.941608539858445,NA,"4.66114.52"
"1480","Fabaceae","Sindora","leiocarpa","Sindora leiocarpa",-0.86,-0.27,-1.45,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1485,NA,0.0224444694469308,0.150822889734584,NA,"4.95114.41"
"1481","Icacinaceae","Stemonurus","umbellatus","Stemonurus umbellatus",-0.18,NA,-0.95,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1486,NA,0.0224444694469308,1.71479842809193,NA,"4.95114.41"
"1482","Sapindaceae","Xerospermum","laevigatum","Xerospermum laevigatum",-0.18,-0.05,-0.31,NA,"Badas","Brunei",4.95,114.41,NA,"TROP HEATH FOREST","BN_Badas",3000,337,166,162,196,248,211,219,213,260,292,352,342,2981,1487,NA,0.0224444694469308,1.71479842809193,NA,"4.95114.41"
"1491","Cupressaceae","Juniperus","maritima","Juniperus maritima",-7.580246914,-7.35491255,-7.805581277,NA,"","",NA,NA,NA,"DES","",663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496,NA,NA,-2.02554577353008,NA,NA
"1493","Cupressaceae","Juniperus","scopulorum","Juniperus scopulorum",-8.987654321,-8.836592178,-9.138716464,NA,"","",NA,NA,NA,"DES","",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498,NA,NA,-2.19585189352562,NA,NA
"1496","Pinaceae","Pinus","sylvestris","Pinus sylvestris",NA,-1.45,-4.35,NA,"Thetford, England","UK",52.417,0.667,NA,"WDS","UK_Thetford",588,49,34,45,46,45,52,52,54,50,54,56,51,635,1501,20,0.010100484212159,NA,NA,"52.4170.667"
"1499","Juglandaceae","Carya","glabra","Carya glabra",-2.1,NA,NA,NA,"Tyron, North Carolina","USA",35.2,-82.233,NA,"TMS","USA_Nc_Tyron",1458,117,124,149,110,129,125,125,125,114,115,106,119,1394,1504,NA,0.00760667798793513,-0.741937344729377,NA,"35.2-82.233"
"1500","Fagaceae","Quercus","prinus","Quercus prinus",-1.7,NA,NA,NA,"Tyron, North Carolina","USA",35.2,-82.233,NA,"TMS","USA_Nc_Tyron",1458,117,124,149,110,129,125,125,125,114,115,106,119,1394,1507,NA,0.00760667798793513,-0.53062825106217,NA,"35.2-82.233"
"1501","Sapindaceae","Acer","grandidentatum","Acer grandidentatum",-3.9,NA,NA,NA,"Red Butte Canyon Research Natural Area, Utah","USA",40.759,-111.85,NA,"WDS","USA_Ut_UofUtah",511,42,42,57,63,54,30,21,26,38,45,45,48,423,1508,NA,0.0244487897350426,-1.3609765531356,NA,"40.759-111.85"
"1502","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-6.3,NA,NA,NA,"Pepperdine University, California","USA",34.2,-118.4,NA,"WDS","USA_Ca_Malibu_1",406,91,82,63,35,6,1,0,4,8,9,52,55,382,1510,NA,0.0826622904841173,-1.84054963339749,NA,"34.2-118.4"
"1503","Ericaceae","Oxydendrum","arboreum","Oxydendrum arboreum",-2.8,NA,NA,NA,"Tyron, North Carolina","USA",35.2,-82.233,NA,"WDS","USA_Nc_Tyron",1458,117,124,149,110,129,125,125,125,114,115,106,119,1394,1513,NA,0.00760667798793513,-1.02961941718116,NA,"35.2-82.233"
"1504","Fabaceae","Pueraria","montana","Pueraria montana",-0.6,NA,NA,NA,"Tyron, North Carolina","USA",35.2,-82.233,NA,"WDS","USA_Nc_Tyron",1458,117,124,149,110,129,125,125,125,114,115,106,119,1394,1515,NA,0.00760667798793513,0.510825623765991,NA,"35.2-82.233"
"1506","Ericaceae","Rhododendron","ferrugineum","Rhododendron ferrugineum",-3.01,NA,-6.08,0.364,"Praxmar, Tyrol","Austria",47.15,11.117,NA,"TMS","AT_Tyrol_Praxmar ",879,60,53,65,69,84,93,107,99,70,57,64,57,1469,1517,NA,0.0205914575388349,-1.10194007876078,-1.0106014113454,"47.1511.117"
"1507","Ericaceae","Rhododendron","hirsutum","Rhododendron hirsutum",-3.23,-1.3,-5.17,0.193,"Hahntenjoch, Tyrol","Austria",47.267,10.7,NA,"TMS","AT_Tyrol_Hahntenjoch",879,49,46,50,64,92,105,118,115,76,51,61,52,954,1518,NA,0.0309974606922004,-1.17248213723457,-1.64506509007725,"47.26710.7"
"1508","Ericaceae","Rhododendron","X","Rhododendron X",-1.87,-0.54,-3.21,0.199,"Axamer Lizum, Tyrol","Austria",47.183,11.3,NA,"TMS","AT_Tyrol_Axamer",879,46,44,50,63,93,111,122,116,76,53,56,49,964,1519,NA,0.0335494685903977,-0.625938430866495,-1.61445045425764,"47.18311.3"
"1514","Lamiaceae","Salvia","mellifera","Salvia mellifera",NA,-4.8,-12,1.19,"Santa Barbara, California","USA",34.5,-119.817,15.1,"WDS","USA_Ca_SantaBabs",650,132,138,113,48,7,1,0,1,10,14,87,98,458,1525,7.5,0.0854830487449777,NA,0.173953307123438,"34.5-119.817"
"1515","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-2.61,-1.1,-4.2,0.54,"Alpine County, Nevada","USA",38.683,-119.733,8.22,"WDS","USA_Nv_Alpine",550,91,81,63,31,24,18,12,16,21,33,81,78,705,1526,NA,0.0551761062846345,-0.959350221334602,-0.616186139423817,"38.683-119.733"
"1516","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-2.61,-1.1,-4.2,0.54,"Virginia Range, Nevada","USA",39.367,-119.683,8.89,"WDS","USA_Nv_Virginia",473,75,66,48,24,37,26,17,20,24,26,53,59,305,1527,4.9,0.0419694128258712,-0.959350221334602,-0.616186139423817,"39.367-119.683"
"1517","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-2.62,-1.1,-4.2,0.64,"Peavine Mountain, Nevada","USA",39.567,-119.833,10.44,"DES","USA_Nv_Peavine",245,37,32,24,12,20,14,9,9,12,15,26,36,218,1528,9.7,0.042077005876555,-0.963174317773006,-0.44628710262842,"39.567-119.833"
"1518","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-2.65,NA,NA,0.64,"Desert Research Institute, Nevada","USA",51.233,-116.05,10.44,"DES","CA_Alberta_Banff",569,52,36,31,39,55,70,55,53,49,37,41,50,888,1529,NA,0.0191546313150463,-0.974559639998131,-0.44628710262842,"51.233-116.05"
"1525","","","","Pinus taeda",-3.3,-2.5,-4.2,0.34,"Duke FACE ambient, North Carolina","USA",36.017,-78.983,15,"TMS","USA_Nc_FACE",1220,102,101,110,86,114,105,119,119,95,90,88,91,1103,1536,9.2,0.0097633510281754,-1.19392246847243,-1.07880966137193,"36.017-78.983"
"1528","","","","Sapium sebiferum",NA,NA,NA,4.58,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539,NA,NA,NA,1.52169899812609,"25.7105.583333333333"
"1529","","","","Melia azedarach",NA,NA,NA,6.08,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,NA,NA,NA,1.80500469597808,"25.7105.583333333333"
"1530","","","","Mallotus philippensis",NA,NA,NA,3.32,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,NA,NA,NA,1.1999647829284,"25.7105.583333333333"
"1531","","","","Mallotus philippensis",NA,NA,NA,1.22,"Libo","China",25.7,105.583333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542,NA,NA,NA,0.198850858745165,"25.7105.583333333333"
"1532","","","","Vernicia fordii",NA,NA,NA,3.3,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,NA,NA,NA,1.19392246847243,"25.7105.583333333333"
"1533","","","","Vernicia fordii",NA,NA,NA,4.82,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,NA,NA,NA,1.57277392806251,"25.4333333333333108.083333333333"
"1534","","","","Ficus benguetensis",NA,NA,NA,1.64,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,NA,NA,NA,0.494696241836107,"25.7105.583333333333"
"1535","","","","Alchornea davidii",NA,NA,NA,3.25,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,NA,NA,NA,1.17865499634165,"25.7105.583333333333"
"1536","","","","Mallotus barbatus",NA,NA,NA,7.06,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547,NA,NA,NA,1.95444505150515,"25.7105.583333333333"
"1537","","","","Flemingia philippinensis",NA,NA,NA,2.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,NA,NA,NA,0.924258901523332,"25.7105.583333333333"
"1538","","","","Solanum verbascifolium",NA,NA,NA,3.12,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,NA,NA,NA,1.13783300182139,"25.7105.583333333333"
"1539","","","","Brucea javanica",NA,NA,NA,2.67,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,NA,NA,NA,0.982078472412158,"25.7105.583333333333"
"1540","","","","Rhamnella franguloides",NA,NA,NA,4.93,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551,NA,NA,NA,1.5953389880546,"25.7105.583333333333"
"1541","","","","Mallotus japonicus",NA,NA,NA,2.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,NA,NA,NA,0.924258901523332,"25.7105.583333333333"
"1542","","","","Broussonetia papyifera",NA,NA,NA,3.36,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,NA,NA,NA,1.21194097397511,"25.7105.583333333333"
"1543","","","","Picrasma quassioides",NA,NA,NA,3.42,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,NA,NA,NA,1.22964055107451,"25.7105.583333333333"
"1544","","","","Alangium chinense",NA,NA,NA,7.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,NA,NA,NA,2.01756613796175,"25.7105.583333333333"
"1545","","","","Alangium chinense",NA,NA,NA,4.58,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556,NA,NA,NA,1.52169899812609,"25.4333333333333108.083333333333"
"1546","","","","Pteroceltis tatarinowii",NA,NA,NA,3.6,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557,NA,NA,NA,1.28093384546206,"25.4333333333333108.083333333333"
"1547","","","","Liquidambar formosana",NA,NA,NA,0.31,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558,NA,NA,NA,-1.17118298150295,"25.4333333333333108.083333333333"
"1548","","","","Platycarya longipes",NA,NA,NA,5.68,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,NA,NA,NA,1.73695123273306,"25.4333333333333108.083333333333"
"1549","","","","Platycarya longipes",NA,NA,NA,2.73,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,NA,NA,NA,1.00430160919687,"26.25105.733333333333"
"1550","","","","Lindera communis",NA,NA,NA,0.53,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,NA,NA,NA,-0.63487827243597,"25.4333333333333108.083333333333"
"1551","","","","Lindera communis",NA,NA,NA,0.31,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562,NA,NA,NA,-1.17118298150295,"26.25105.733333333333"
"1552","","","","Macaranga tanarius",NA,NA,NA,2.83,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563,NA,NA,NA,1.04027671165515,"25.4333333333333108.083333333333"
"1553","","","","Pittosporum xylocarpum",NA,NA,NA,1.78,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564,NA,NA,NA,0.576613364303994,"25.4333333333333108.083333333333"
"1554","","","","Maackia hupehensis",NA,NA,NA,4.62,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,NA,NA,NA,1.53039470509365,"25.4333333333333108.083333333333"
"1555","","","","Itea chinensis",NA,NA,NA,0.45,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566,NA,NA,NA,-0.798507696217772,"26.25105.733333333333"
"1556","","","","Carpinus pubescens",NA,NA,NA,2.7,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,NA,NA,NA,0.993251773010283,"26.25105.733333333333"
"1557","","","","Stachyurus obovatus",NA,NA,NA,0.55,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,NA,NA,NA,-0.59783700075562,"26.25105.733333333333"
"1558","","","","Daphniphyllum oldhami",NA,NA,NA,0.46,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569,NA,NA,NA,-0.776528789498996,"26.25105.733333333333"
"1559","","","","Quercus aliena",NA,NA,NA,6.3,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,NA,NA,NA,1.84054963339749,"26.25105.733333333333"
"1560","","","","Ligustrum lucidum",NA,NA,NA,1.39,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571,NA,NA,NA,0.3293037471426,"26.25105.733333333333"
"1561","","","","Celtis sinensis",NA,NA,NA,6.89,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,NA,NA,NA,1.93007108502557,"26.25105.733333333333"
"1562","","","","Ilex chinensis",NA,NA,NA,0.29,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573,NA,NA,NA,-1.23787435600162,"26.25105.733333333333"
"1563","","","","Lithocarpus glaber",NA,NA,NA,1.51,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,NA,0.412109650826833,"26.25105.733333333333"
"1574","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.22,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1585,NA,0.0237033151639703,NA,-1.51412773262978,"-45.95-67.5166666666667"
"1575","Rhamnaceae","Retanilla","patagonica","Retanilla patagonica",NA,NA,NA,0.17,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1586,NA,0.0237033151639703,NA,-1.77195684193188,"-45.95-67.5166666666667"
"1576","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.07,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1587,NA,0.0237033151639703,NA,-2.65926003693278,"-45.95-67.5166666666667"
"1577","Rhamnaceae","Retanilla","patagonica","Retanilla patagonica",NA,NA,NA,0.14,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1588,NA,0.0237033151639703,NA,-1.96611285637283,"-45.95-67.5166666666667"
"1578","Berberidaceae","Berberis","microphylla","Berberis microphylla",NA,NA,NA,0.055,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1589,NA,0.0237033151639703,NA,-2.90042209374967,"-45.95-67.5166666666667"
"1579","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.048,"Punta del Marquez Reserve, Rada Tilly","Argentina",-45.95,-67.5166666666667,12.9,"DES","",287,16.6,12.9,22.2,22.7,34.3,22.7,27.8,22.5,15.3,11.9,13.6,14.7,NA,1590,NA,0.0237033151639703,NA,-3.03655426807425,"-45.95-67.5166666666667"
"1593","Mimosaceae","Acacia","dealbata","Acacia dealbata",NA,NA,NA,2.14,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1604,11.65,0.00948480369364748,NA,0.76080582903376,"-42.3876147.0487"
"1594","Fabaceae","Aotus","ericoides","Aotus ericoides",NA,NA,NA,0.35,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1605,13.637,0.00948480369364748,NA,-1.04982212449868,"-42.3876147.0487"
"1595","Proteaceae","Banksia","marginata","Banksia marginata",NA,NA,NA,2.31,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1606,17.032,0.00948480369364748,NA,0.837247524533702,"-42.3876147.0487"
"1596","Fabaceae","Bossiaea","cinerea","Bossiaea cinerea",NA,NA,NA,0.82,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1607,6.161,0.00948480369364748,NA,-0.198450938723838,"-42.3876147.0487"
"1597","Asteraceae","Cassinia","aculeata","Cassinia aculeata",NA,NA,NA,1,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1608,10.588,0.00948480369364748,NA,0,"-42.3876147.0487"
"1598","Fabaceae","Daviesia","latifolia","Daviesia latifolia",NA,NA,NA,1.16,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1609,10.956,0.00948480369364748,NA,0.148420005118273,"-42.3876147.0487"
"1599","Epacridaceae","Epacris","impressa","Epacris impressa",NA,NA,NA,0.05,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1610,3.453,0.00948480369364748,NA,-2.99573227355399,"-42.3876147.0487"
"1600","Myrtaceae","Eucalyptus","pauciflora","Eucalyptus pauciflora",NA,NA,NA,9.02,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1611,12.217,0.00948480369364748,NA,2.19944433407453,"-42.3876147.0487"
"1601","Myrtaceae","Eucalyptus","rubida","Eucalyptus rubida",NA,NA,NA,5.56,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1612,12.276,0.00948480369364748,NA,1.71559810826249,"-42.3876147.0487"
"1602","Myrtaceae","Eucalyptus","tenuiramis","Eucalyptus tenuiramis",NA,NA,NA,6.88,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1613,13.304,0.00948480369364748,NA,1.92861865194525,"-42.3876147.0487"
"1603","Santalaceae","Exocarpos","cupressiformis","Exocarpos cupressiformis",NA,NA,NA,2.03,"Bothwell, Tasmania","Australia",-42.3876,147.0487,NA,"WDS","",573,37.7,38,37.2,46.3,41.6,43.1,44.4,48.8,46.5,52.8,51,50.6,NA,1614,4.477,0.00948480369364748,NA,0.708035793053696,"-42.3876147.0487"
